Install_Dates,campaign_id,Country,installs,spends
2020-04-30,789470,PL,2.0,0.2
2020-03-26,22083,UNKNOWN,0.0,0.23
2020-05-16,794235,AZ,4.0,0.03
2020-03-27,787456,DE,6.0,0.5
2020-04-25,92708,JP,12.0,18.05
2020-05-18,22083,DE,13.0,7.07
2020-04-02,90619,AT,6.0,8.34
2020-05-05,794235,EG,25.0,0.12
2020-05-16,794235,MA,37.0,0.31
2020-04-15,787687,DK,28.0,14.0
2020-04-14,161569,US,86.0,59.69
2020-04-19,790424,RU,48.0,8.55
2020-03-20,789083,PH,20.0,0.45
2020-03-30,93355,LT,9.0,0.18
2020-03-21,790575,SE,1.0,0.08
2020-04-19,793773,UY,0.0,0.02
2020-03-30,91872,FR,20.0,16.45
2020-05-04,19115,UA,85.0,26.81
2020-04-28,90619,DK,2.0,1.67
2020-04-09,19115,SE,3.0,0.62
2020-04-21,792410,PH,1.0,0.02
2020-04-26,19115,FI,5.0,3.03
2020-05-10,790778,UA,327.0,45.89
2020-04-02,786627,BR,11.0,1.14
2020-04-07,89985,BE,15.0,20.26
2020-04-26,789292,PL,510.0,97.85
2020-03-24,161666,IT,17.0,1.36
2020-04-16,788298,IT,50.0,8.53
2020-03-24,789602,RU,0.0,407.6828
2020-04-27,19115,ES,47.0,7.9
2020-04-23,22083,US,44.0,18.75
2020-04-02,788563,KR,2.0,0.39
2020-04-20,791542,UK,61.0,28.93
2020-04-13,90039,BE,1.0,0.18
2020-04-16,19115,KR,2.0,0.75
2020-05-12,794235,RS,9.0,0.04
2020-04-16,790592,SK,76.0,13.22
2020-04-25,22083,TW,2.0,3.11
2020-05-09,22083,RU,45.0,126.56
2020-05-02,22083,CA,2.0,5.79
2020-04-12,790678,TW,21.0,13.03
2020-05-12,159854,UK,28.0,10.75
2020-04-12,786843,BY,272.0,14.53
2020-04-21,19115,RO,1.0,0.12
2020-04-27,794235,VE,14.0,0.08
2020-04-25,19115,CZ,9.0,4.2
2020-04-25,786995,CH,13.0,23.42
2020-04-17,90375,CH,4.0,5.26
2020-05-04,792410,UZ,727.0,18.19
2020-04-05,788127,IN,217.0,7.79
2020-05-16,794235,BH,1.0,0.01
2020-04-02,160483,JP,1.0,0.42
2020-05-02,794235,JO,5.0,0.02
2020-05-08,794235,YE,2.0,0.01
2020-05-09,787935,GE,31.0,2.64
2020-05-11,787274,DE,243.0,105.61
2020-04-27,93101,KR,7.0,0.61
2020-04-14,90619,DE,41.0,27.56
2020-05-12,791631,US,49.0,48.65
2020-04-06,95040,UA,40.0,11.15
2020-04-04,93027,KR,2.0,0.69
2020-04-07,94248,QA,0.0,0.09
2020-04-18,98067,DE,0.0,0.14
2020-04-18,22083,FR,13.0,1.44
2020-04-13,791455,UA,54.0,11.0
2020-03-30,803588,RU,392.0,31.52
2020-03-22,96175,CO,6.0,0.1
2020-05-11,803170,RU,73.0,53.72
2020-03-25,160483,TW,8.0,2.33
2020-04-16,786671,BR,1.0,0.04
2020-03-21,92193,FR,15.0,1.05
2020-03-23,94405,SE,22.0,3.57
2020-04-18,93687,NZ,5.0,8.11
2020-04-11,788531,KR,26.0,56.21
2020-05-02,789469,PL,1.0,0.17
2020-04-14,92440,HR,10.0,1.69
2020-05-15,788609,KZ,286.0,15.2
2020-04-14,19115,DK,4.0,1.38
2020-05-15,794235,BZ,1.0,0.01
2020-05-11,794235,SO,3.0,0.02
2020-05-08,19115,HU,9.0,0.8
2020-05-17,159253,DE,122.0,77.97
2020-05-18,791763,US,13.0,14.55
2020-04-13,95842,US,7.0,2.92
2020-04-24,19115,CH,1.0,0.48
2020-04-24,22083,UK,5.0,3.62
2020-04-16,19115,IT,3.0,0.28
2020-04-05,93261,KZ,18.0,4.23
2020-04-15,94628,TW,1.0,4.54
2020-04-05,90464,UN,0.0,0.03
2020-03-29,161666,TH,1.0,0.08
2020-04-28,19115,DE,34.0,25.75
2020-03-24,159253,DK,6.0,1.63
2020-04-11,790034,RU,2765.0,405.88
2020-04-27,787733,FR,14.0,3.78
2020-04-30,22083,NL,3.0,0.91
2020-04-02,791951,US,78.0,25.18
2020-05-11,91502,FI,25.0,3.53
2020-04-10,786357,AE,30.0,3.9
2020-03-19,95394,UA,81.0,1.04
2020-03-23,788948,MD,52.0,1.53
2020-04-18,94033,PL,97.0,48.7
2020-05-17,22083,JP,2.0,6.11
2020-03-23,92340,GR,0.0,0.01
2020-03-26,19115,PL,38.0,9.1
2020-03-26,790667,TH,1.0,0.01
2020-05-16,794235,LU,1.0,0.01
2020-04-25,794235,SD,1.0,0.02
2020-05-05,90133,BY,48.0,0.63
2020-05-18,159854,FR,47.0,9.66
2020-05-16,794235,NI,24.0,0.19
2020-03-28,19115,NZ,2.0,1.17
2020-05-14,788839,LV,1.0,0.26
2020-05-11,19115,BE,10.0,6.89
2020-04-02,95464,UK,59.0,92.85
2020-03-24,158583,TW,56.0,28.0
2020-05-03,19115,US,25.0,44.56
2020-04-03,160845,RU,1573.0,248.18
2020-04-16,789721,RU,164.0,30.07
2020-04-23,786714,BY,660.0,93.48
2020-03-20,788206,IN,239.0,1.91
2020-04-03,803287,SE,3.0,2.19
2020-04-11,788761,KZ,4.0,0.12
2020-04-06,159854,IT,3.0,0.23
2020-05-18,794235,OM,1.0,0.01
2020-05-05,159253,AT,8.0,3.68
2020-05-09,22083,SA,3.0,0.98
2020-05-05,19115,TW,2.0,1.09
2020-05-06,794235,IN,6.0,0.03
2020-03-26,158583,US,20.0,15.75
2020-04-21,19115,RU,537.0,125.15
2020-04-23,792410,AM,18.0,0.3
2020-04-20,92926,KR,19.0,51.22
2020-03-26,161666,ID,116.0,6.96
2020-04-20,792342,AM,0.0,0.44
2020-05-15,792410,PY,2.0,0.02
2020-04-17,790003,RU,137.0,25.33
2020-05-16,794235,BR,1.0,0.01
2020-04-24,19115,AT,2.0,0.54
2020-04-28,786918,BY,3.0,0.15
2020-05-17,794235,MY,5.0,0.04
2020-04-15,92607,IT,41.0,8.0
2020-05-08,794235,TJ,2.0,0.01
2020-04-21,161271,UA,51.0,2.59
2020-04-17,19115,HR,3.0,0.56
2020-05-08,19115,FR,12.0,2.32
2020-05-01,794235,DZ,42.0,0.2
2020-03-24,161666,IN,5.0,0.08
2020-05-09,792410,GE,16.0,0.34
2020-04-27,92847,JP,8.0,11.89
2020-03-22,93375,MX,7.0,0.12
2020-03-22,161666,BR,1.0,0.08
2020-05-04,95525,UK,33.0,29.38
2020-04-22,160483,TW,35.0,35.89
2020-04-20,788931,MD,1.0,0.04
2020-03-27,158583,DK,0.0,0.18
2020-04-13,92368,HK,0.0,0.11
2020-04-14,790437,RU,8.0,1.14
2020-04-05,159253,DE,13.0,3.65
2020-04-10,19115,HU,37.0,5.32
2020-04-23,794235,NE,2.0,0.01
2020-05-04,19115,DK,6.0,5.13
2020-04-25,786589,BR,3.0,0.31
2020-03-26,158780,IE,1.0,0.2
2020-05-03,94628,TW,14.0,49.08
2020-05-06,19115,IT,3.0,0.58
2020-05-11,789616,RU,450.0,70.1
2020-05-09,95842,US,20.0,7.73
2020-03-27,19115,CH,2.0,0.51
2020-04-04,791763,US,28.0,19.06
2020-04-23,787170,CZ,66.0,8.53
2020-03-23,19115,DE,81.0,59.52
2020-04-26,22083,BR,2.0,1.26
2020-04-05,19115,PH,1.0,0.11
2020-04-07,91502,FI,11.0,0.4
2020-04-25,19115,PL,97.0,25.91
2020-05-14,794235,MT,1.0,0.01
2020-04-17,90133,BY,43.0,0.42
2020-03-24,791927,US,21.0,8.26
2020-04-15,19115,US,20.0,33.36
2020-04-07,19115,BE,21.0,5.52
2020-04-19,19115,NZ,1.0,0.68
2020-05-06,789721,RU,1014.0,183.68
2020-03-29,788390,IT,4.0,0.17
2020-05-15,160845,RU,747.0,156.88
2020-04-26,788636,KZ,269.0,24.15
2020-03-30,19115,RU,1596.0,381.96
2020-04-17,159253,AT,2.0,1.52
2020-04-17,19115,TW,3.0,9.66
2020-05-12,159854,IT,19.0,3.27
2020-04-24,794235,CR,2.0,0.01
2020-04-24,22083,KR,2.0,0.67
2020-05-05,790003,RU,1.0,0.21
2020-04-01,92926,KR,37.0,65.5
2020-04-19,22083,UNKNOWN,0.0,18.62
2020-04-26,794235,HN,4.0,0.02
2020-04-08,19115,AU,1.0,8.86
2020-05-03,92607,IT,55.0,35.7
2020-04-11,19115,IS,1.0,0.85
2020-05-17,794235,PR,0.0,0.01
2020-03-27,19115,AT,7.0,9.13
2020-03-27,96175,UZ,49.0,0.62
2020-05-05,19115,HR,4.0,1.98
2020-04-07,788019,GE,42.0,1.26
2020-03-30,161271,UA,37.0,2.89
2020-04-11,789575,RO,1.0,0.03
2020-04-23,794235,LY,11.0,0.06
2020-04-26,93806,PL,131.0,54.96
2020-05-17,792410,MX,35.0,0.66
2020-04-21,93761,NZ,3.0,0.09
2020-04-10,19115,FR,12.0,3.33
2020-04-14,95525,UK,16.0,5.11
2020-04-30,794235,TN,15.0,0.08
2020-04-20,91461,FI,14.0,17.49
2020-05-14,794235,MN,9.0,0.09
2020-04-15,790709,TW,2.0,0.8
2020-03-25,787847,FR,57.0,6.04
2020-03-25,791300,UA,242.0,10.42
2020-03-24,160483,KR,46.0,25.2
2020-03-20,96175,RO,2.0,0.04
2020-04-07,94157,QA,2.0,0.24
2020-04-03,91425,FI,3.0,4.02
2020-03-28,788894,LV,12.0,0.72
2020-04-30,19115,IE,1.0,0.46
2020-04-09,786429,AT,43.0,24.38
2020-04-15,94033,UN,0.0,0.06
2020-04-22,794235,LK,4.0,0.02
2020-05-13,794235,BO,8.0,0.06
2020-04-24,22083,IT,8.0,3.36
2020-04-16,19115,UK,7.0,7.48
2020-03-20,95659,US,2.0,0.26
2020-03-22,158519,UA,576.0,58.77
2020-04-19,793773,EG,0.0,0.05
2020-04-29,792410,TR,100.0,2.52
2020-04-28,92551,IE,9.0,10.43
2020-03-24,791401,UA,108.0,4.36
2020-04-15,803393,UA,3.0,0.75
2020-03-26,92708,JP,0.0,0.77
2020-05-08,794235,KG,14.0,0.06
2020-04-29,794235,EC,6.0,0.03
2020-05-12,794235,MD,2.0,0.01
2020-04-09,787262,DE,5.0,2.73
2020-04-18,793773,KH,0.0,0.02
2020-03-24,788001,GE,3.0,0.06
2020-05-16,90619,AT,3.0,1.17
2020-04-14,19115,UA,29.0,3.95
2020-03-22,19115,JP,4.0,5.35
2020-04-24,794235,LA,4.0,0.02
2020-04-30,19115,HK,2.0,1.9
2020-04-23,794235,BD,45.0,0.22
2020-05-04,161569,US,8.0,6.99
2020-05-16,792410,CG,4.0,0.08
2020-04-05,94692,UA,164.0,55.45
2020-05-06,788298,IT,215.0,35.89
2020-04-12,790778,UA,198.0,24.29
2020-05-13,19115,SE,3.0,0.77
2020-04-03,803287,CA,4.0,2.91
2020-03-25,158583,KR,6.0,3.2
2020-03-21,19115,FI,5.0,5.74
2020-03-23,90619,DK,6.0,3.86
2020-03-26,19115,NO,3.0,5.44
2020-04-01,790629,SK,63.0,4.48
2020-04-05,789016,NO,19.0,4.51
2020-03-24,22083,US,0.0,0.24
2020-03-20,19115,ES,17.0,3.57
2020-05-06,790592,SK,1.0,0.21
2020-04-23,787481,DE,6.0,2.57
2020-05-11,93806,UN,0.0,0.43
2020-03-22,790523,RU,826.0,96.36
2020-05-09,90039,BE,14.0,7.38
2020-04-05,803287,BE,1.0,0.46
2020-05-10,790678,TW,1.0,1.44
2020-04-06,159854,UK,3.0,1.42
2020-05-14,794235,BG,5.0,0.05
2020-05-18,794235,SR,3.0,0.02
2020-04-29,792410,VN,443.0,11.76
2020-04-13,22083,RU,44.0,8.91
2020-04-30,789909,RU,202.0,25.64
2020-05-11,794235,LB,30.0,0.15
2020-05-05,90375,CH,9.0,14.86
2020-05-11,794235,ML,2.0,0.01
2020-03-30,19115,RO,26.0,3.37
2020-04-23,794235,MM,14.0,0.07
2020-03-26,19115,CZ,31.0,7.8
2020-05-14,794235,CI,6.0,0.05
2020-05-16,160483,JP,11.0,8.09
2020-04-20,788709,KZ,11.0,1.21
2020-04-04,789587,RO,4.0,0.12
2020-04-05,786955,CA,4.0,0.9
2020-05-12,95040,UA,322.0,69.57
2020-04-22,791179,UA,188.0,61.79
2020-03-20,93101,KR,8.0,0.61
2020-04-06,791631,US,89.0,76.08
2020-04-26,794235,DO,3.0,0.02
2020-05-04,90619,DE,32.0,15.49
2020-04-13,787935,GE,49.0,3.81
2020-04-07,787274,DE,104.0,60.17
2020-04-24,792342,AR,0.0,0.02
2020-05-07,794235,GT,3.0,0.02
2020-04-27,791872,US,1.0,1.74
2020-03-28,96175,GE,3.0,0.04
2020-04-06,89917,AU,0.0,0.09
2020-05-07,789436,PL,10.0,2.36
2020-04-26,789616,RU,291.0,52.12
2020-04-13,19115,CH,3.0,1.82
2020-04-24,95842,US,26.0,40.07
2020-04-21,19115,IT,5.0,0.99
2020-04-18,94628,TW,13.0,12.9
2020-05-10,786589,BR,1.0,0.07
2020-04-19,19115,DK,11.0,6.62
2020-03-24,19115,HU,18.0,2.28
2020-04-15,93687,NZ,6.0,3.47
2020-03-30,788794,KZ,498.0,25.0
2020-04-19,92440,HR,14.0,11.69
2020-04-23,790549,RU,47.0,2.61
2020-03-21,803170,RU,39.0,30.85
2020-04-29,788078,ID,2.0,0.05
2020-03-24,158780,MY,36.0,4.68
2020-05-07,160483,TW,26.0,15.11
2020-03-24,161666,RO,19.0,1.14
2020-04-01,90133,BY,33.0,0.46
2020-03-27,158780,BR,14.0,2.1
2020-04-15,94033,PL,137.0,42.34
2020-04-05,94296,SE,13.0,12.68
2020-05-10,19115,PL,72.0,35.32
2020-03-21,158780,IN,2.0,0.02
2020-03-19,19115,PH,15.0,1.48
2020-03-21,91502,FI,3.0,0.67
2020-05-11,22083,BR,1.0,0.49
2020-05-13,794235,GM,1.0,0.01
2020-04-05,788437,JP,12.0,15.43
2020-04-09,19115,DE,45.0,44.38
2020-04-22,790034,RU,444.0,51.95
2020-05-08,787170,CZ,1.0,0.15
2020-04-06,787733,FR,126.0,25.04
2020-05-11,794235,HN,5.0,0.02
2020-04-03,90619,UN,0.0,0.22
2020-04-17,92926,KR,5.0,21.75
2020-05-09,22083,KR,1.0,0.66
2020-04-17,792342,AM,0.0,0.98
2020-04-20,790003,RU,16.0,2.98
2020-03-27,158583,NZ,1.0,0.5
2020-03-23,19115,CA,1.0,0.51
2020-05-16,794235,ZA,1.0,0.01
2020-04-27,159854,IT,9.0,1.2
2020-04-01,19115,TW,13.0,5.69
2020-05-17,794235,TD,1.0,0.01
2020-04-01,159253,AT,7.0,2.1
2020-05-07,22083,UNKNOWN,0.0,12.65
2020-05-11,788636,KZ,5.0,0.34
2020-04-16,19115,RU,287.0,69.32
2020-04-05,90464,CZ,34.0,19.89
2020-05-08,794235,AL,2.0,0.01
2020-04-30,160845,RU,958.0,167.9
2020-04-21,789721,RU,766.0,105.21
2020-04-10,786714,BY,289.0,26.67
2020-05-04,19115,NZ,1.0,0.21
2020-03-21,19115,BE,5.0,1.15
2020-03-20,91343,AT,0.0,0.26
2020-03-29,19115,US,17.0,23.71
2020-05-15,794235,TN,38.0,0.32
2020-05-14,791854,US,1.0,3.24
2020-03-24,19115,FR,40.0,35.21
2020-03-24,788982,MX,413.0,12.39
2020-05-06,93761,NZ,3.0,3.19
2020-05-11,791156,UA,14.0,9.81
2020-05-01,792410,MX,47.0,0.96
2020-04-06,92847,JP,0.0,1.76
2020-05-11,93806,PL,185.0,85.02
2020-03-21,787907,UK,8.0,1.04
2020-04-16,161271,UA,203.0,18.6
2020-05-08,794235,LY,8.0,0.04
2020-03-24,90430,CH,2.0,0.34
2020-04-20,19115,HR,2.0,0.14
2020-04-27,19115,QA,1.0,0.33
2020-05-15,789528,RO,1.0,0.09
2020-04-13,19115,AT,2.0,2.59
2020-03-25,19115,IS,1.0,0.09
2020-04-18,92607,IT,36.0,33.2
2020-03-22,19115,AU,2.0,0.76
2020-05-13,794235,GW,1.0,0.01
2020-04-16,788248,IN,0.0,0.53
2020-04-06,95659,US,37.0,65.81
2020-05-05,794235,PA,2.0,0.01
2020-03-30,19115,UK,16.0,15.36
2020-05-09,22083,IT,3.0,2.22
2020-05-07,794235,LK,2.0,0.01
2020-04-20,794235,UY,3.0,0.02
2020-04-06,98067,RU,1.0,0.2
2020-04-10,93399,NL,25.0,26.32
2020-04-14,788894,LV,15.0,1.12
2020-05-15,19115,IE,1.0,0.88
2020-03-21,158780,IT,11.0,1.1
2020-04-10,160483,KR,23.0,16.96
2020-04-11,791300,UA,6.0,0.26
2020-04-30,93619,NO,9.0,19.92
2020-04-11,787847,FR,2.0,0.21
2020-04-14,790424,RU,20.0,4.37
2020-04-19,161569,US,4.0,5.63
2020-05-08,794235,BD,33.0,0.17
2020-05-09,794235,LA,4.0,0.02
2020-05-06,91872,FR,10.0,7.09
2020-04-08,19115,JP,4.0,0.95
2020-03-28,19115,UA,167.0,46.96
2020-04-30,90619,AT,7.0,7.5
2020-04-03,803287,DE,11.0,7.57
2020-05-03,794235,PK,81.0,0.38
2020-04-18,787687,DK,8.0,4.5
2020-04-13,90570,CZ,35.0,10.72
2020-04-23,794235,KG,9.0,0.06
2020-03-22,158583,HK,2.0,0.4
2020-05-14,794235,EC,25.0,0.22
2020-04-12,92708,JP,1.0,3.73
2020-03-29,803393,UA,1.0,0.1
2020-03-26,92492,HR,3.0,0.24
2020-04-01,788583,KR,51.0,15.3
2020-04-10,791401,UA,170.0,8.67
2020-05-14,792410,TR,24.0,0.44
2020-04-26,794235,LB,17.0,0.08
2020-03-24,788454,JP,11.0,2.78
2020-05-16,789909,RU,3.0,0.33
2020-05-14,792410,VN,29.0,0.46
2020-04-25,790678,TW,29.0,23.02
2020-04-29,794235,BG,2.0,0.01
2020-04-24,90039,BE,22.0,30.44
2020-04-21,19115,KR,1.0,0.81
2020-04-21,790592,SK,135.0,26.85
2020-05-08,787481,DE,1.0,0.5
2020-04-06,19115,ES,30.0,4.18
2020-04-17,791542,UK,161.0,65.79
2020-05-15,794235,TT,5.0,0.04
2020-04-12,19115,NO,1.0,3.25
2020-04-28,19115,SE,2.0,0.08
2020-04-07,19115,FI,4.0,0.6
2020-03-19,94692,UA,9.0,2.95
2020-04-30,792410,CG,13.0,0.24
2020-04-21,788298,IT,3.0,0.48
2020-04-15,98067,DE,0.0,0.28
2020-04-26,94248,QA,2.0,0.11
2020-04-22,794235,GT,2.0,0.01
2020-04-24,791455,UA,20.0,4.0
2020-05-12,791872,US,1.0,1.63
2020-04-22,92607,UN,0.0,0.02
2020-04-06,93101,KR,1.0,0.65
2020-04-19,90619,DE,39.0,40.11
2020-05-07,791179,UA,13.0,4.35
2020-04-27,95040,UA,157.0,36.61
2020-05-04,792410,AR,291.0,5.84
2020-05-02,93027,KR,10.0,12.24
2020-03-23,96018,US,40.0,3.19
2020-05-05,788709,KZ,10.0,1.7
2020-05-17,790728,UA,205.0,23.11
2020-04-30,160483,JP,7.0,5.87
2020-04-25,786843,BY,1.0,0.1
2020-05-08,794235,MM,13.0,0.08
2020-04-16,19115,RO,5.0,0.85
2020-04-12,19115,CZ,16.0,3.14
2020-04-12,786995,CH,51.0,54.62
2020-04-20,90375,CH,4.0,8.2
2020-04-06,792136,US,1.0,0.8
2020-05-01,788127,IN,5.0,0.21
2020-04-21,93399,NL,24.0,29.64
2020-04-20,791300,UA,1.0,0.04
2020-04-28,787112,CL,278.0,27.11
2020-04-18,793773,KG,0.0,0.08
2020-04-09,93619,NO,0.0,0.17
2020-03-23,19115,IE,1.0,0.28
2020-05-16,794235,PE,12.0,0.1
2020-04-21,160483,KR,76.0,67.89
2020-05-17,94157,QA,4.0,3.65
2020-04-25,794235,CO,3.0,0.02
2020-04-23,788248,IN,0.0,9.27
2020-05-02,95659,US,14.0,59.93
2020-05-08,794235,KH,2.0,0.01
2020-04-02,92708,UN,0.0,0.03
2020-04-12,790391,RU,3.0,0.73
2020-05-08,22083,CH,2.0,0.96
2020-04-20,94342,SE,0.0,5.58
2020-05-08,19115,UK,5.0,2.28
2020-05-14,794235,AZ,4.0,0.04
2020-03-29,787456,DE,3.0,0.26
2020-04-19,92708,JP,8.0,32.21
2020-05-12,22083,DE,6.0,7.32
2020-05-17,789259,PL,216.0,39.69
2020-04-25,794235,BA,2.0,0.01
2020-04-28,789470,PL,2.0,0.1
2020-04-14,788408,IT,6.0,0.54
2020-03-23,19115,HK,2.0,0.92
2020-05-10,19115,UA,88.0,16.12
2020-03-24,91872,FR,0.0,0.34
2020-04-12,161569,US,65.0,106.47
2020-03-19,790575,SE,1.0,0.08
2020-03-24,93355,LT,7.0,0.27
2020-03-18,789083,PH,10.0,0.21
2020-04-13,787687,DK,9.0,5.0
2020-04-08,90619,AT,2.0,0.27
2020-05-07,794235,EG,37.0,0.18
2020-05-14,794235,MA,51.0,0.39
2020-04-22,791542,UK,76.0,27.82
2020-04-08,788563,KR,1.0,0.19
2020-05-02,19115,ES,25.0,4.66
2020-04-21,22083,US,16.0,12.47
2020-04-08,789050,NZ,16.0,2.4
2020-04-05,89985,BE,11.0,8.38
2020-04-08,786627,BR,5.0,0.53
2020-05-04,790778,UA,607.0,74.89
2020-04-10,788298,IT,175.0,25.35
2020-05-01,789292,PL,912.0,214.94
2020-05-11,94692,UA,170.0,59.27
2020-04-19,19115,NO,1.0,0.1
2020-04-20,792342,PH,0.0,0.03
2020-04-30,90619,DK,3.0,2.02
2020-03-30,789602,RU,0.0,488.0374
2020-04-23,792410,PH,8.0,0.14
2020-05-01,19115,FI,4.0,1.35
2020-04-03,19115,SE,8.0,2.99
2020-04-27,22083,CA,3.0,0.97
2020-05-18,159854,UK,21.0,8.4
2020-04-14,790678,TW,39.0,27.39
2020-04-19,22083,TW,10.0,4.45
2020-05-03,22083,RU,40.0,233.5
2020-04-19,793773,GT,0.0,0.01
2020-03-30,787481,DE,141.0,51.61
2020-04-10,790592,SK,70.0,12.36
2020-05-18,794235,RS,26.0,0.18
2020-04-15,90039,BE,8.0,3.52
2020-04-10,19115,KR,12.0,8.63
2020-04-27,794235,JO,4.0,0.02
2020-04-08,160483,JP,10.0,6.05
2020-05-11,803255,UA,11.0,2.13
2020-04-12,93596,NO,5.0,12.09
2020-04-11,90375,CH,1.0,0.14
2020-05-10,792410,UZ,87.0,1.6
2020-04-07,788127,IN,8.0,0.33
2020-04-14,786843,BY,314.0,16.08
2020-04-19,19115,CZ,17.0,7.2
2020-04-19,786995,CH,54.0,69.47
2020-05-02,794235,VE,23.0,0.12
2020-04-23,19115,RO,4.0,0.33
2020-04-24,22083,FR,9.0,2.57
2020-04-15,791455,UA,68.0,14.0
2020-04-04,95040,UA,25.0,5.02
2020-04-06,93027,KR,1.0,0.14
2020-05-17,787274,DE,4.0,2.82
2020-05-03,787935,GE,177.0,14.49
2020-04-12,90619,DE,16.0,6.33
2020-05-02,93101,KR,10.0,0.73
2020-05-18,791631,US,1.0,0.99
2020-04-12,92440,HR,1.0,0.71
2020-04-09,92097,FR,1.0,1.17
2020-05-03,92368,HK,0.0,0.58
2020-03-19,92193,FR,21.0,0.75
2020-05-10,790437,RU,1.0,0.11
2020-04-17,788531,KR,2.0,3.07
2020-04-24,93687,NZ,9.0,5.86
2020-04-01,160483,TW,8.0,2.32
2020-04-10,786671,BR,62.0,2.34
2020-03-24,803588,RU,654.0,52.8
2020-05-17,803170,RU,267.0,142.41
2020-04-10,19115,IT,33.0,7.76
2020-04-18,22083,UK,19.0,1.91
2020-04-13,94628,TW,2.0,1.01
2020-04-07,93261,KZ,14.0,3.55
2020-03-23,161666,SE,5.0,0.75
2020-05-12,791763,US,61.0,41.95
2020-04-18,19115,CH,3.0,3.38
2020-04-15,95842,US,9.0,4.1
2020-05-06,19115,HU,3.0,0.56
2020-05-11,159253,DE,53.0,12.84
2020-04-12,19115,DK,7.0,5.98
2020-05-17,794235,SO,15.0,0.11
2020-05-13,794235,BZ,1.0,0.01
2020-04-28,22083,NL,1.0,2.99
2020-03-21,95394,UA,89.0,1.01
2020-04-16,786357,AE,1.0,0.07
2020-05-17,91502,FI,22.0,2.92
2020-04-08,791951,US,5.0,1.61
2020-03-30,159253,DK,2.0,0.54
2020-05-02,787733,FR,3.0,0.82
2020-04-17,790034,RU,409.0,50.65
2020-03-27,161666,TH,10.0,0.8
2020-04-07,90464,UN,0.0,0.01
2020-04-30,19115,DE,32.0,35.77
2020-05-07,90133,BY,46.0,0.47
2020-05-12,159854,FR,45.0,12.86
2020-05-14,794235,LU,1.0,0.01
2020-03-28,19115,PL,39.0,12.91
2020-04-02,803287,BR,1.0,0.1
2020-05-11,22083,JP,1.0,2.25
2020-04-21,786714,BY,730.0,105.95
2020-04-09,160845,RU,3126.0,584.26
2020-03-30,158583,TW,1.0,0.5
2020-05-09,19115,US,17.0,34.78
2020-03-26,19115,NZ,5.0,2.59
2020-05-14,794235,NI,14.0,0.1
2020-04-08,95464,UK,39.0,32.66
2020-05-17,19115,BE,1.0,0.13
2020-03-28,161666,ID,7.0,0.42
2020-05-14,794235,BR,3.0,0.02
2020-05-13,792410,PY,10.0,0.19
2020-04-21,792410,AM,27.0,0.39
2020-05-07,19115,TW,4.0,1.17
2020-05-07,159253,AT,3.0,0.53
2020-03-28,158583,US,3.0,4.0
2020-04-23,19115,RU,415.0,99.39
2020-05-08,794235,IN,16.0,0.08
2020-03-18,788206,IN,184.0,1.47
2020-03-23,792160,UZ,18.0,0.19
2020-04-11,19115,HR,12.0,2.25
2020-04-04,19115,QA,1.0,0.2
2020-04-23,161271,UA,41.0,1.79
2020-05-06,794235,TJ,3.0,0.02
2020-04-11,803472,US,18.0,30.0
2020-04-13,92607,IT,22.0,9.44
2020-05-16,19115,AU,1.0,3.29
2020-03-25,158583,FR,15.0,3.95
2020-04-08,788044,HR,5.0,1.36
2020-04-18,19115,AT,3.0,1.33
2020-05-07,794235,KZ,3.0,0.01
2020-04-30,786918,BY,3.0,0.2
2020-03-23,158780,CZ,2.0,0.2
2020-05-10,794235,ID,4.0,0.02
2020-05-03,792410,GE,10.0,0.2
2020-05-02,92847,JP,7.0,30.28
2020-03-23,158583,AU,1.0,0.2
2020-05-06,19115,FR,6.0,1.57
2020-04-26,794235,DZ,21.0,0.12
2020-04-15,22083,IT,4.0,0.4
2020-04-18,793773,BD,0.0,0.24
2020-04-23,19115,UK,7.0,6.14
2020-05-05,94342,SE,20.0,15.4
2020-04-23,22083,CH,2.0,0.62
2020-04-23,794235,KH,2.0,0.02
2020-05-08,803115,DE,2.0,1.15
2020-05-18,95659,US,46.0,78.08
2020-04-27,794235,MK,2.0,0.01
2020-05-01,94157,QA,2.0,0.15
2020-05-06,160483,KR,38.0,30.85
2020-04-09,19115,IE,12.0,6.38
2020-05-13,787112,CL,14.0,1.96
2020-05-15,786972,CH,34.0,21.18
2020-04-30,786429,AT,64.0,38.75
2020-05-06,93399,NL,18.0,28.19
2020-05-13,794235,JM,5.0,0.04
2020-04-29,794235,MA,8.0,0.04
2020-03-22,90619,AT,6.0,1.92
2020-04-22,794235,EG,14.0,0.07
2020-04-26,794235,CD,3.0,0.02
2020-03-26,161569,US,30.0,24.07
2020-04-19,793773,LK,0.0,0.01
2020-04-25,19115,UA,126.0,24.7
2020-05-16,19115,JP,2.0,4.04
2020-04-10,91872,FR,34.0,39.42
2020-03-28,788408,IT,57.0,5.13
2020-05-10,794235,BA,3.0,0.02
2020-05-04,92708,JP,35.0,80.44
2020-03-23,158583,JP,42.0,21.0
2020-04-29,794235,AZ,2.0,0.01
2020-04-27,22083,DE,12.0,13.61
2020-03-25,791913,US,0.0,4.7726
2020-03-24,19115,KR,28.0,60.63
2020-04-16,787481,DE,148.0,58.71
2020-04-18,22083,RU,788.0,90.97
2020-05-04,22083,TW,4.0,0.8
